index,SUBDIVISION,YEAR,MONTH,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECEPTIONS,PRESSURE,WIND_SPEED,RAINFALL
10,SAURASHTRA & KUTCH,1978.0,10.0,19.29,31.02,25.13,54.79,54.79,54.79,9.7
11,SAURASHTRA & KUTCH,1978.0,11.0,15.49,28.39,21.92,41.78,41.78,41.78,32.1
1,SAURASHTRA & KUTCH,1979.0,1.0,11.19,24.88,18.01,16.54,16.54,16.54,0.0
2,SAURASHTRA & KUTCH,1979.0,2.0,12.13,25.93,19.01,27.67,27.67,27.67,3.3
3,SAURASHTRA & KUTCH,1979.0,3.0,15.97,30.49,23.21,11.19,11.19,11.19,0.0
4,SAURASHTRA & KUTCH,1979.0,4.0,21.32,35.61,28.44,22.73,22.73,22.73,0.0
5,SAURASHTRA & KUTCH,1979.0,5.0,22.97,36.42,29.67,46.92,46.92,46.92,0.1
6,SAURASHTRA & KUTCH,1979.0,6.0,24.75,35.4,30.05,156.79,156.79,156.79,143.5
7,SAURASHTRA & KUTCH,1979.0,7.0,23.79,31.69,27.72,234.91,234.91,234.91,34.7
8,SAURASHTRA & KUTCH,1979.0,8.0,23.04,30.59,26.79,246.44,246.44,246.44,634.0
9,SAURASHTRA & KUTCH,1979.0,9.0,21.97,31.29,26.61,158.69,158.69,158.69,37.0
10,SAURASHTRA & KUTCH,1979.0,10.0,19.79,31.25,25.49,51.47,51.47,51.47,12.2
11,SAURASHTRA & KUTCH,1979.0,11.0,16.81,28.55,22.66,63.21,63.21,63.21,89.7
1,SAURASHTRA & KUTCH,1980.0,1.0,10.86,24.67,17.74,6.44,6.44,6.44,0.3
2,SAURASHTRA & KUTCH,1980.0,2.0,13.34,27.64,20.47,10.76,10.76,10.76,0.2
3,SAURASHTRA & KUTCH,1980.0,3.0,16.98,31.12,24.03,18.0,18.0,18.0,0.0
4,SAURASHTRA & KUTCH,1980.0,4.0,22.05,36.27,29.14,23.07,23.07,23.07,0.0
5,SAURASHTRA & KUTCH,1980.0,5.0,24.38,37.67,31.0,54.9,54.9,54.9,0.0
6,SAURASHTRA & KUTCH,1980.0,6.0,23.67,34.08,28.85,193.22,193.22,193.22,321.8
7,SAURASHTRA & KUTCH,1980.0,7.0,23.33,30.86,27.07,292.91,292.91,292.91,231.6
8,SAURASHTRA & KUTCH,1980.0,8.0,22.72,30.27,26.47,273.94,273.94,273.94,58.1
9,SAURASHTRA & KUTCH,1980.0,9.0,22.15,31.28,26.69,123.41,123.41,123.41,15.1
10,SAURASHTRA & KUTCH,1980.0,10.0,19.59,31.05,25.3,47.64,47.64,47.64,0.1
11,SAURASHTRA & KUTCH,1980.0,11.0,14.99,28.37,21.65,21.44,21.44,21.44,0.9
1,SAURASHTRA & KUTCH,1981.0,1.0,10.68,23.8,17.21,20.72,20.72,20.72,0.7
2,SAURASHTRA & KUTCH,1981.0,2.0,12.99,27.48,20.21,8.59,8.59,8.59,0.0
3,SAURASHTRA & KUTCH,1981.0,3.0,16.5,30.73,23.59,34.1,34.1,34.1,0.0
4,SAURASHTRA & KUTCH,1981.0,4.0,21.06,35.07,28.04,35.36,35.36,35.36,0.0
5,SAURASHTRA & KUTCH,1981.0,5.0,23.54,36.59,30.04,64.94,64.94,64.94,0.7
6,SAURASHTRA & KUTCH,1981.0,6.0,24.72,35.17,29.92,142.82,142.82,142.82,46.0
7,SAURASHTRA & KUTCH,1981.0,7.0,23.33,30.73,27.01,319.13,319.13,319.13,284.5
8,SAURASHTRA & KUTCH,1981.0,8.0,22.88,30.25,26.54,253.92,253.92,253.92,163.8
9,SAURASHTRA & KUTCH,1981.0,9.0,22.13,31.17,26.63,204.78,204.78,204.78,89.5
10,SAURASHTRA & KUTCH,1981.0,10.0,19.07,30.94,24.98,52.51,52.51,52.51,32.8
11,SAURASHTRA & KUTCH,1981.0,11.0,13.98,27.08,20.5,22.46,22.46,22.46,87.0
1,SAURASHTRA & KUTCH,1982.0,1.0,11.35,24.72,18.02,17.44,17.44,17.44,0.1
2,SAURASHTRA & KUTCH,1982.0,2.0,12.67,25.97,19.3,11.22,11.22,11.22,0.0
3,SAURASHTRA & KUTCH,1982.0,3.0,15.72,29.99,22.83,25.78,25.78,25.78,0.0
4,SAURASHTRA & KUTCH,1982.0,4.0,20.52,34.24,27.35,38.18,38.18,38.18,0.3
5,SAURASHTRA & KUTCH,1982.0,5.0,22.78,35.65,29.19,52.07,52.07,52.07,20.5
6,SAURASHTRA & KUTCH,1982.0,6.0,24.25,34.67,29.44,128.74,128.74,128.74,5.2
7,SAURASHTRA & KUTCH,1982.0,7.0,24.0,32.24,28.1,250.82,250.82,250.82,136.7
8,SAURASHTRA & KUTCH,1982.0,8.0,22.91,30.28,26.57,246.21,246.21,246.21,114.1
9,SAURASHTRA & KUTCH,1982.0,9.0,21.8,31.35,26.55,132.02,132.02,132.02,16.9
10,SAURASHTRA & KUTCH,1982.0,10.0,19.5,31.19,25.32,50.98,50.98,50.98,0.7
11,SAURASHTRA & KUTCH,1982.0,11.0,15.26,27.39,21.31,42.83,42.83,42.83,106.7
1,SAURASHTRA & KUTCH,1983.0,1.0,10.26,23.98,17.1,11.92,11.92,11.92,0.2
2,SAURASHTRA & KUTCH,1983.0,2.0,12.26,26.2,19.21,12.4,12.4,12.4,0.1
3,SAURASHTRA & KUTCH,1983.0,3.0,16.61,30.68,23.62,18.95,18.95,18.95,0.0
4,SAURASHTRA & KUTCH,1983.0,4.0,19.87,33.65,26.74,28.01,28.01,28.01,1.3
5,SAURASHTRA & KUTCH,1983.0,5.0,23.16,36.1,29.61,63.77,63.77,63.77,0.5
6,SAURASHTRA & KUTCH,1983.0,6.0,24.74,35.14,29.92,152.79,152.79,152.79,210.2
7,SAURASHTRA & KUTCH,1983.0,7.0,23.58,31.8,27.67,305.0,305.0,305.0,211.8
8,SAURASHTRA & KUTCH,1983.0,8.0,23.18,30.39,26.76,293.46,293.46,293.46,246.3
9,SAURASHTRA & KUTCH,1983.0,9.0,22.14,30.76,26.43,222.19,222.19,222.19,67.8
10,SAURASHTRA & KUTCH,1983.0,10.0,18.83,30.07,24.43,94.99,94.99,94.99,20.3
11,SAURASHTRA & KUTCH,1983.0,11.0,13.33,27.41,20.35,10.81,10.81,10.81,0.0
1,SAURASHTRA & KUTCH,1984.0,1.0,10.5,23.81,17.13,17.29,17.29,17.29,0.0
2,SAURASHTRA & KUTCH,1984.0,2.0,11.49,25.76,18.6,21.04,21.04,21.04,0.0
3,SAURASHTRA & KUTCH,1984.0,3.0,17.2,32.48,24.82,12.59,12.59,12.59,0.0
4,SAURASHTRA & KUTCH,1984.0,4.0,21.27,35.38,28.3,36.44,36.44,36.44,0.0
5,SAURASHTRA & KUTCH,1984.0,5.0,24.4,37.81,31.08,45.96,45.96,45.96,0.0
6,SAURASHTRA & KUTCH,1984.0,6.0,24.14,34.47,29.28,146.52,146.52,146.52,57.7
7,SAURASHTRA & KUTCH,1984.0,7.0,22.95,30.71,26.8,290.02,290.02,290.02,116.7
8,SAURASHTRA & KUTCH,1984.0,8.0,22.45,30.15,26.28,245.52,245.52,245.52,153.2
9,SAURASHTRA & KUTCH,1984.0,9.0,21.26,30.17,25.69,157.82,157.82,157.82,116.1
10,SAURASHTRA & KUTCH,1984.0,10.0,18.78,30.77,24.75,60.85,60.85,60.85,0.0
11,SAURASHTRA & KUTCH,1984.0,11.0,13.57,27.52,20.52,11.33,11.33,11.33,0.0
1,SAURASHTRA & KUTCH,1985.0,1.0,11.04,24.5,17.75,16.51,16.51,16.51,0.0
2,SAURASHTRA & KUTCH,1985.0,2.0,12.58,27.4,19.97,5.95,5.95,5.95,0.0
3,SAURASHTRA & KUTCH,1985.0,3.0,18.07,33.17,25.59,14.27,14.27,14.27,0.0
4,SAURASHTRA & KUTCH,1985.0,4.0,21.39,35.53,28.44,27.48,27.48,27.48,0.0
5,SAURASHTRA & KUTCH,1985.0,5.0,23.91,37.16,30.51,55.82,55.82,55.82,5.1
6,SAURASHTRA & KUTCH,1985.0,6.0,24.03,34.46,29.22,129.78,129.78,129.78,12.0
7,SAURASHTRA & KUTCH,1985.0,7.0,22.96,30.65,26.78,290.74,290.74,290.74,103.3
8,SAURASHTRA & KUTCH,1985.0,8.0,22.82,30.28,26.52,241.93,241.93,241.93,118.6
9,SAURASHTRA & KUTCH,1985.0,9.0,21.94,31.07,26.48,142.72,142.72,142.72,17.7
10,SAURASHTRA & KUTCH,1985.0,10.0,18.29,29.95,24.1,114.52,114.52,114.52,42.1
11,SAURASHTRA & KUTCH,1985.0,11.0,14.23,27.85,21.02,16.84,16.84,16.84,0.0
1,SAURASHTRA & KUTCH,1986.0,1.0,10.65,24.25,17.42,11.49,11.49,11.49,0.0
2,SAURASHTRA & KUTCH,1986.0,2.0,12.62,26.64,19.6,18.27,18.27,18.27,0.0
3,SAURASHTRA & KUTCH,1986.0,3.0,16.75,31.43,24.07,12.0,12.0,12.0,0.2
4,SAURASHTRA & KUTCH,1986.0,4.0,20.93,35.15,28.01,31.59,31.59,31.59,0.0
5,SAURASHTRA & KUTCH,1986.0,5.0,23.05,36.36,29.68,52.54,52.54,52.54,2.2
6,SAURASHTRA & KUTCH,1986.0,6.0,24.07,34.71,29.37,151.97,151.97,151.97,167.8
7,SAURASHTRA & KUTCH,1986.0,7.0,23.04,31.0,26.99,256.5,256.5,256.5,30.4
8,SAURASHTRA & KUTCH,1986.0,8.0,22.51,30.32,26.39,241.91,241.91,241.91,93.0
9,SAURASHTRA & KUTCH,1986.0,9.0,22.01,31.3,26.63,133.26,133.26,133.26,4.8
10,SAURASHTRA & KUTCH,1986.0,10.0,19.08,30.82,24.93,65.73,65.73,65.73,0.0
11,SAURASHTRA & KUTCH,1986.0,11.0,15.16,28.45,21.78,39.95,39.95,39.95,0.0
1,SAURASHTRA & KUTCH,1987.0,1.0,10.75,24.72,17.71,11.22,11.22,11.22,0.0
2,SAURASHTRA & KUTCH,1987.0,2.0,13.04,27.51,20.25,10.64,10.64,10.64,0.0
3,SAURASHTRA & KUTCH,1987.0,3.0,16.87,31.43,24.13,22.28,22.28,22.28,0.4
4,SAURASHTRA & KUTCH,1987.0,4.0,21.27,35.41,28.32,32.68,32.68,32.68,0.0
5,SAURASHTRA & KUTCH,1987.0,5.0,22.49,35.73,29.09,46.76,46.76,46.76,0.1
6,SAURASHTRA & KUTCH,1987.0,6.0,24.84,35.66,30.23,120.76,120.76,120.76,31.4
7,SAURASHTRA & KUTCH,1987.0,7.0,23.81,32.19,27.97,208.84,208.84,208.84,18.4
8,SAURASHTRA & KUTCH,1987.0,8.0,23.21,31.12,27.14,274.18,274.18,274.18,33.5
9,SAURASHTRA & KUTCH,1987.0,9.0,22.7,32.0,27.33,122.29,122.29,122.29,2.1
10,SAURASHTRA & KUTCH,1987.0,10.0,19.53,31.38,25.43,85.95,85.95,85.95,0.1
11,SAURASHTRA & KUTCH,1987.0,11.0,14.97,28.86,21.89,25.29,25.29,25.29,3.2
1,SAURASHTRA & KUTCH,1988.0,1.0,11.6,25.58,18.57,4.57,4.57,4.57,0.0
2,SAURASHTRA & KUTCH,1988.0,2.0,13.73,28.19,20.94,11.77,11.77,11.77,0.0
3,SAURASHTRA & KUTCH,1988.0,3.0,17.09,31.46,24.25,23.35,23.35,23.35,0.0
4,SAURASHTRA & KUTCH,1988.0,4.0,21.52,35.61,28.54,39.78,39.78,39.78,1.1
5,SAURASHTRA & KUTCH,1988.0,5.0,24.6,37.69,31.12,58.37,58.37,58.37,0.1
6,SAURASHTRA & KUTCH,1988.0,6.0,24.25,34.87,29.53,166.4,166.4,166.4,12.7
7,SAURASHTRA & KUTCH,1988.0,7.0,23.19,30.91,27.03,354.92,354.92,354.92,495.8
8,SAURASHTRA & KUTCH,1988.0,8.0,23.02,30.3,26.63,283.73,283.73,283.73,110.8
9,SAURASHTRA & KUTCH,1988.0,9.0,22.3,31.33,26.79,230.8,230.8,230.8,131.0
10,SAURASHTRA & KUTCH,1988.0,10.0,18.83,30.94,24.86,49.68,49.68,49.68,0.8
11,SAURASHTRA & KUTCH,1988.0,11.0,14.4,27.92,21.14,20.87,20.87,20.87,0.0
1,SAURASHTRA & KUTCH,1989.0,1.0,9.82,23.89,16.84,14.7,14.7,14.7,1.8
2,SAURASHTRA & KUTCH,1989.0,2.0,12.06,26.84,19.43,6.41,6.41,6.41,0.0
3,SAURASHTRA & KUTCH,1989.0,3.0,16.31,30.86,23.56,22.48,22.48,22.48,0.2
4,SAURASHTRA & KUTCH,1989.0,4.0,20.59,35.14,27.84,19.33,19.33,19.33,0.0
5,SAURASHTRA & KUTCH,1989.0,5.0,23.63,37.18,30.38,46.18,46.18,46.18,0.0
6,SAURASHTRA & KUTCH,1989.0,6.0,23.53,33.99,28.74,152.33,152.33,152.33,134.5
7,SAURASHTRA & KUTCH,1989.0,7.0,22.88,31.21,27.02,298.3,298.3,298.3,256.6
8,SAURASHTRA & KUTCH,1989.0,8.0,22.52,30.28,26.38,232.41,232.41,232.41,60.6
9,SAURASHTRA & KUTCH,1989.0,9.0,21.92,31.09,26.48,157.9,157.9,157.9,41.3
10,SAURASHTRA & KUTCH,1989.0,10.0,19.07,31.1,25.06,58.81,58.81,58.81,3.1
11,SAURASHTRA & KUTCH,1989.0,11.0,14.78,28.2,21.47,15.52,15.52,15.52,0.0
1,SAURASHTRA & KUTCH,1990.0,1.0,11.38,26.05,18.69,6.29,6.29,6.29,0.0
2,SAURASHTRA & KUTCH,1990.0,2.0,13.22,26.69,19.94,27.74,27.74,27.74,2.3
3,SAURASHTRA & KUTCH,1990.0,3.0,16.19,30.07,23.1,28.94,28.94,28.94,0.4
4,SAURASHTRA & KUTCH,1990.0,4.0,20.92,34.86,27.87,28.16,28.16,28.16,0.0
5,SAURASHTRA & KUTCH,1990.0,5.0,23.35,35.96,29.63,85.53,85.53,85.53,5.9
6,SAURASHTRA & KUTCH,1990.0,6.0,23.83,34.09,28.93,179.54,179.54,179.54,32.9
7,SAURASHTRA & KUTCH,1990.0,7.0,22.89,30.57,26.71,285.45,285.45,285.45,16.9
8,SAURASHTRA & KUTCH,1990.0,8.0,22.84,30.27,26.53,301.58,301.58,301.58,259.4
9,SAURASHTRA & KUTCH,1990.0,9.0,22.07,30.63,26.32,173.05,173.05,173.05,70.1
10,SAURASHTRA & KUTCH,1990.0,10.0,18.71,30.23,24.45,86.77,86.77,86.77,18.8
11,SAURASHTRA & KUTCH,1990.0,11.0,15.15,28.47,21.79,25.31,25.31,25.31,0.1
1,SAURASHTRA & KUTCH,1991.0,1.0,10.23,23.94,17.06,12.2,12.2,12.2,0.0
2,SAURASHTRA & KUTCH,1991.0,2.0,13.32,27.42,20.35,12.26,12.26,12.26,0.0
3,SAURASHTRA & KUTCH,1991.0,3.0,17.22,31.77,24.47,14.7,14.7,14.7,0.0
4,SAURASHTRA & KUTCH,1991.0,4.0,20.75,34.66,27.68,31.72,31.72,31.72,0.0
5,SAURASHTRA & KUTCH,1991.0,5.0,23.91,36.92,30.39,52.32,52.32,52.32,0.0
6,SAURASHTRA & KUTCH,1991.0,6.0,24.0,34.09,29.02,175.95,175.95,175.95,13.3
7,SAURASHTRA & KUTCH,1991.0,7.0,23.62,31.77,27.67,255.15,255.15,255.15,155.6
8,SAURASHTRA & KUTCH,1991.0,8.0,22.75,30.07,26.39,234.0,234.0,234.0,44.2
9,SAURASHTRA & KUTCH,1991.0,9.0,22.08,31.06,26.55,139.25,139.25,139.25,5.4
10,SAURASHTRA & KUTCH,1991.0,10.0,18.76,30.89,24.8,65.58,65.58,65.58,0.0
11,SAURASHTRA & KUTCH,1991.0,11.0,14.5,27.78,21.12,28.59,28.59,28.59,0.0
1,SAURASHTRA & KUTCH,1992.0,1.0,10.39,24.17,17.26,13.59,13.59,13.59,1.8
2,SAURASHTRA & KUTCH,1992.0,2.0,11.87,25.9,18.87,14.1,14.1,14.1,0.2
3,SAURASHTRA & KUTCH,1992.0,3.0,17.02,31.58,24.27,11.37,11.37,11.37,0.0
4,SAURASHTRA & KUTCH,1992.0,4.0,20.85,34.95,27.88,15.74,15.74,15.74,0.0
5,SAURASHTRA & KUTCH,1992.0,5.0,23.2,36.26,29.71,51.26,51.26,51.26,0.1
6,SAURASHTRA & KUTCH,1992.0,6.0,24.69,35.24,29.94,104.92,104.92,104.92,45.1
7,SAURASHTRA & KUTCH,1992.0,7.0,23.73,31.6,27.64,218.17,218.17,218.17,343.2
8,SAURASHTRA & KUTCH,1992.0,8.0,22.75,29.95,26.32,254.1,254.1,254.1,111.9
9,SAURASHTRA & KUTCH,1992.0,9.0,21.44,30.62,26.0,175.54,175.54,175.54,88.7
10,SAURASHTRA & KUTCH,1992.0,10.0,19.15,30.58,24.84,68.84,68.84,68.84,9.5
11,SAURASHTRA & KUTCH,1992.0,11.0,14.78,27.81,21.27,33.44,33.44,33.44,0.2
1,SAURASHTRA & KUTCH,1993.0,1.0,10.88,24.6,17.72,7.86,7.86,7.86,1.5
2,SAURASHTRA & KUTCH,1993.0,2.0,13.13,27.87,20.48,12.86,12.86,12.86,4.8
3,SAURASHTRA & KUTCH,1993.0,3.0,15.99,30.21,23.08,21.85,21.85,21.85,0.0
4,SAURASHTRA & KUTCH,1993.0,4.0,20.67,34.73,27.68,22.92,22.92,22.92,0.0
5,SAURASHTRA & KUTCH,1993.0,5.0,23.97,36.99,30.46,62.17,62.17,62.17,0.0
6,SAURASHTRA & KUTCH,1993.0,6.0,24.81,35.17,29.96,149.47,149.47,149.47,41.4
7,SAURASHTRA & KUTCH,1993.0,7.0,23.44,31.27,27.33,288.04,288.04,288.04,140.6
8,SAURASHTRA & KUTCH,1993.0,8.0,23.04,30.79,26.89,192.12,192.12,192.12,4.0
9,SAURASHTRA & KUTCH,1993.0,9.0,22.08,30.51,26.27,189.42,189.42,189.42,70.1
10,SAURASHTRA & KUTCH,1993.0,10.0,19.54,30.95,25.22,82.94,82.94,82.94,30.5
11,SAURASHTRA & KUTCH,1993.0,11.0,15.01,28.29,21.63,23.14,23.14,23.14,17.2
1,SAURASHTRA & KUTCH,1994.0,1.0,11.53,25.01,18.25,20.93,20.93,20.93,1.0
2,SAURASHTRA & KUTCH,1994.0,2.0,12.61,26.39,19.48,16.09,16.09,16.09,0.0
3,SAURASHTRA & KUTCH,1994.0,3.0,17.65,32.74,25.17,14.12,14.12,14.12,0.0
4,SAURASHTRA & KUTCH,1994.0,4.0,20.48,34.28,27.36,35.47,35.47,35.47,0.0
5,SAURASHTRA & KUTCH,1994.0,5.0,24.1,37.39,30.72,42.07,42.07,42.07,0.0
6,SAURASHTRA & KUTCH,1994.0,6.0,24.15,34.43,29.26,162.14,162.14,162.14,99.4
7,SAURASHTRA & KUTCH,1994.0,7.0,22.84,30.49,26.64,334.13,334.13,334.13,403.1
8,SAURASHTRA & KUTCH,1994.0,8.0,22.77,29.92,26.32,265.94,265.94,265.94,137.5
9,SAURASHTRA & KUTCH,1994.0,9.0,21.75,30.69,26.19,149.81,149.81,149.81,231.6
10,SAURASHTRA & KUTCH,1994.0,10.0,18.74,30.79,24.74,90.55,90.55,90.55,0.2
11,SAURASHTRA & KUTCH,1994.0,11.0,14.78,27.74,21.24,19.43,19.43,19.43,0.0
1,SAURASHTRA & KUTCH,1995.0,1.0,9.76,23.27,16.49,24.75,24.75,24.75,0.0
2,SAURASHTRA & KUTCH,1995.0,2.0,13.02,27.0,19.99,15.43,15.43,15.43,0.0
3,SAURASHTRA & KUTCH,1995.0,3.0,16.47,30.77,23.6,23.12,23.12,23.12,0.2
4,SAURASHTRA & KUTCH,1995.0,4.0,20.51,34.62,27.54,21.68,21.68,21.68,0.0
5,SAURASHTRA & KUTCH,1995.0,5.0,23.7,36.63,30.14,55.51,55.51,55.51,0.0
6,SAURASHTRA & KUTCH,1995.0,6.0,25.46,35.98,30.7,137.08,137.08,137.08,3.0
7,SAURASHTRA & KUTCH,1995.0,7.0,23.61,31.45,27.5,319.03,319.03,319.03,259.1
8,SAURASHTRA & KUTCH,1995.0,8.0,23.37,30.4,26.86,253.15,253.15,253.15,45.4
9,SAURASHTRA & KUTCH,1995.0,9.0,22.25,31.07,26.64,184.3,184.3,184.3,42.5
10,SAURASHTRA & KUTCH,1995.0,10.0,19.67,31.36,25.5,81.55,81.55,81.55,23.9
11,SAURASHTRA & KUTCH,1995.0,11.0,14.88,28.22,21.52,24.43,24.43,24.43,0.0
1,SAURASHTRA & KUTCH,1996.0,1.0,11.39,24.89,18.11,16.35,16.35,16.35,0.4
2,SAURASHTRA & KUTCH,1996.0,2.0,13.17,27.61,20.37,12.32,12.32,12.32,0.0
3,SAURASHTRA & KUTCH,1996.0,3.0,18.08,32.61,25.32,16.2,16.2,16.2,0.0
4,SAURASHTRA & KUTCH,1996.0,4.0,20.96,35.2,28.06,30.77,30.77,30.77,0.1
5,SAURASHTRA & KUTCH,1996.0,5.0,23.97,37.02,30.47,39.44,39.44,39.44,0.0
6,SAURASHTRA & KUTCH,1996.0,6.0,24.38,34.54,29.43,166.75,166.75,166.75,137.1
7,SAURASHTRA & KUTCH,1996.0,7.0,23.6,31.42,27.49,278.54,278.54,278.54,162.1
8,SAURASHTRA & KUTCH,1996.0,8.0,22.63,29.78,26.18,271.18,271.18,271.18,23.9
9,SAURASHTRA & KUTCH,1996.0,9.0,22.33,30.83,26.55,148.74,148.74,148.74,11.8
10,SAURASHTRA & KUTCH,1996.0,10.0,18.95,30.35,24.63,105.18,105.18,105.18,39.0
11,SAURASHTRA & KUTCH,1996.0,11.0,14.33,28.18,21.23,14.43,14.43,14.43,0.0
1,SAURASHTRA & KUTCH,1997.0,1.0,9.78,24.09,16.91,11.83,11.83,11.83,0.8
2,SAURASHTRA & KUTCH,1997.0,2.0,11.85,26.63,19.22,5.27,5.27,5.27,0.0
3,SAURASHTRA & KUTCH,1997.0,3.0,17.06,31.6,24.31,19.27,19.27,19.27,0.6
4,SAURASHTRA & KUTCH,1997.0,4.0,19.75,33.39,26.55,40.09,40.09,40.09,0.3
5,SAURASHTRA & KUTCH,1997.0,5.0,22.84,35.88,29.34,39.16,39.16,39.16,3.0
6,SAURASHTRA & KUTCH,1997.0,6.0,23.96,34.31,29.11,134.57,134.57,134.57,189.8
7,SAURASHTRA & KUTCH,1997.0,7.0,23.64,31.62,27.6,267.89,267.89,267.89,137.4
8,SAURASHTRA & KUTCH,1997.0,8.0,22.95,30.44,26.67,282.7,282.7,282.7,95.7
9,SAURASHTRA & KUTCH,1997.0,9.0,22.05,30.77,26.38,161.77,161.77,161.77,170.7
10,SAURASHTRA & KUTCH,1997.0,10.0,18.2,30.31,24.24,67.69,67.69,67.69,1.9
11,SAURASHTRA & KUTCH,1997.0,11.0,15.83,27.78,21.78,57.35,57.35,57.35,0.0
1,SAURASHTRA & KUTCH,1998.0,1.0,10.87,24.63,17.73,8.02,8.02,8.02,0.0
2,SAURASHTRA & KUTCH,1998.0,2.0,13.11,27.45,20.26,17.1,17.1,17.1,0.0
3,SAURASHTRA & KUTCH,1998.0,3.0,16.21,30.99,23.58,23.96,23.96,23.96,0.0
4,SAURASHTRA & KUTCH,1998.0,4.0,21.64,35.43,28.51,34.01,34.01,34.01,0.0
5,SAURASHTRA & KUTCH,1998.0,5.0,24.53,37.8,31.14,51.5,51.5,51.5,0.0
6,SAURASHTRA & KUTCH,1998.0,6.0,25.17,35.76,30.44,137.37,137.37,137.37,109.1
7,SAURASHTRA & KUTCH,1998.0,7.0,23.86,31.49,27.65,294.86,294.86,294.86,149.6
8,SAURASHTRA & KUTCH,1998.0,8.0,23.53,30.78,27.13,266.45,266.45,266.45,94.4
9,SAURASHTRA & KUTCH,1998.0,9.0,22.57,31.06,26.79,193.59,193.59,193.59,62.1
10,SAURASHTRA & KUTCH,1998.0,10.0,20.02,31.4,25.68,107.38,107.38,107.38,150.0
11,SAURASHTRA & KUTCH,1998.0,11.0,15.51,28.37,21.91,40.34,40.34,40.34,1.6
1,SAURASHTRA & KUTCH,1999.0,1.0,10.14,24.32,17.21,10.35,10.35,10.35,1.3
2,SAURASHTRA & KUTCH,1999.0,2.0,13.74,28.21,20.95,13.43,13.43,13.43,10.5
3,SAURASHTRA & KUTCH,1999.0,3.0,17.43,32.74,25.06,4.83,4.83,4.83,0.0
4,SAURASHTRA & KUTCH,1999.0,4.0,21.95,36.53,29.21,17.28,17.28,17.28,0.0
5,SAURASHTRA & KUTCH,1999.0,5.0,23.67,36.32,29.97,69.58,69.58,69.58,131.9
6,SAURASHTRA & KUTCH,1999.0,6.0,23.89,34.12,28.98,136.33,136.33,136.33,60.6
7,SAURASHTRA & KUTCH,1999.0,7.0,23.33,31.24,27.26,265.41,265.41,265.41,42.3
8,SAURASHTRA & KUTCH,1999.0,8.0,23.02,30.32,26.64,229.03,229.03,229.03,17.4
9,SAURASHTRA & KUTCH,1999.0,9.0,22.16,31.07,26.59,184.64,184.64,184.64,23.9
10,SAURASHTRA & KUTCH,1999.0,10.0,19.73,31.0,25.34,111.57,111.57,111.57,92.9
11,SAURASHTRA & KUTCH,1999.0,11.0,15.25,28.91,22.06,14.92,14.92,14.92,0.0
1,SAURASHTRA & KUTCH,2000.0,1.0,11.09,25.09,18.06,9.74,9.74,9.74,0.0
2,SAURASHTRA & KUTCH,2000.0,2.0,12.34,26.22,19.25,18.03,18.03,18.03,0.0
3,SAURASHTRA & KUTCH,2000.0,3.0,16.25,31.23,23.72,10.37,10.37,10.37,0.0
4,SAURASHTRA & KUTCH,2000.0,4.0,22.19,36.24,29.19,31.72,31.72,31.72,0.0
5,SAURASHTRA & KUTCH,2000.0,5.0,23.84,36.57,30.18,75.54,75.54,75.54,2.9
6,SAURASHTRA & KUTCH,2000.0,6.0,23.79,33.89,28.81,164.75,164.75,164.75,5.4
7,SAURASHTRA & KUTCH,2000.0,7.0,23.22,30.95,27.06,289.32,289.32,289.32,224.7
8,SAURASHTRA & KUTCH,2000.0,8.0,23.26,30.54,26.87,237.03,237.03,237.03,46.2
9,SAURASHTRA & KUTCH,2000.0,9.0,22.1,31.08,26.57,131.83,131.83,131.83,4.5
10,SAURASHTRA & KUTCH,2000.0,10.0,20.01,31.94,25.95,50.85,50.85,50.85,2.2
11,SAURASHTRA & KUTCH,2000.0,11.0,15.44,29.04,22.22,14.22,14.22,14.22,0.0
1,SAURASHTRA & KUTCH,2001.0,1.0,10.78,24.97,17.85,8.92,8.92,8.92,0.0
2,SAURASHTRA & KUTCH,2001.0,2.0,13.62,28.13,20.85,5.48,5.48,5.48,0.0
3,SAURASHTRA & KUTCH,2001.0,3.0,17.18,31.98,24.56,14.64,14.64,14.64,0.0
4,SAURASHTRA & KUTCH,2001.0,4.0,20.95,35.09,27.99,34.52,34.52,34.52,0.2
5,SAURASHTRA & KUTCH,2001.0,5.0,24.09,37.12,30.58,71.08,71.08,71.08,0.9
6,SAURASHTRA & KUTCH,2001.0,6.0,23.42,33.63,28.5,190.64,190.64,190.64,172.9
7,SAURASHTRA & KUTCH,2001.0,7.0,23.17,31.04,27.08,259.89,259.89,259.89,191.1
8,SAURASHTRA & KUTCH,2001.0,8.0,23.22,30.54,26.85,218.93,218.93,218.93,116.9
9,SAURASHTRA & KUTCH,2001.0,9.0,22.76,31.62,27.16,101.98,101.98,101.98,20.6
10,SAURASHTRA & KUTCH,2001.0,10.0,19.91,31.53,25.7,93.02,93.02,93.02,7.6
11,SAURASHTRA & KUTCH,2001.0,11.0,15.61,29.09,22.33,18.65,18.65,18.65,0.0
1,SAURASHTRA & KUTCH,2002.0,1.0,10.77,24.73,17.72,12.36,12.36,12.36,0.0
2,SAURASHTRA & KUTCH,2002.0,2.0,13.21,27.72,20.44,12.49,12.49,12.49,0.0
