index,SUBDIVISION,YEAR,MONTH,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECEPTIONS,PRESSURE,WIND_SPEED,RAINFALL
1,ANDAMAN & NICOBAR ISLANDS,1970.0,1.0,10.61,24.56,17.56,18.06,18.06,18.06,72.2
2,ANDAMAN & NICOBAR ISLANDS,1970.0,2.0,12.57,26.88,19.71,15.79,15.79,15.79,34.0
3,ANDAMAN & NICOBAR ISLANDS,1970.0,3.0,16.58,31.12,23.82,21.89,21.89,21.89,7.8
4,ANDAMAN & NICOBAR ISLANDS,1970.0,4.0,21.47,35.77,28.6,24.42,24.42,24.42,58.2
5,ANDAMAN & NICOBAR ISLANDS,1970.0,5.0,24.12,37.28,30.67,60.09,60.09,60.09,422.7
6,ANDAMAN & NICOBAR ISLANDS,1970.0,6.0,23.23,33.63,28.4,213.8,213.8,213.8,407.3
7,ANDAMAN & NICOBAR ISLANDS,1970.0,7.0,23.13,31.43,27.26,253.03,253.03,253.03,564.6
8,ANDAMAN & NICOBAR ISLANDS,1970.0,8.0,22.72,30.08,26.38,327.79,327.79,327.79,342.9
9,ANDAMAN & NICOBAR ISLANDS,1970.0,9.0,21.83,30.46,26.12,225.78,225.78,225.78,423.5
10,ANDAMAN & NICOBAR ISLANDS,1970.0,10.0,19.04,30.94,24.96,79.71,79.71,79.71,386.6
11,ANDAMAN & NICOBAR ISLANDS,1970.0,11.0,13.37,27.48,20.4,16.36,16.36,16.36,418.4
1,ANDAMAN & NICOBAR ISLANDS,1971.0,1.0,9.99,23.9,16.92,11.41,11.41,11.41,41.5
2,ANDAMAN & NICOBAR ISLANDS,1971.0,2.0,11.9,26.97,19.42,13.08,13.08,13.08,32.8
3,ANDAMAN & NICOBAR ISLANDS,1971.0,3.0,15.85,31.36,23.58,10.78,10.78,10.78,37.7
4,ANDAMAN & NICOBAR ISLANDS,1971.0,4.0,20.86,35.14,27.98,36.38,36.38,36.38,35.3
5,ANDAMAN & NICOBAR ISLANDS,1971.0,5.0,22.65,35.64,29.12,68.82,68.82,68.82,398.0
6,ANDAMAN & NICOBAR ISLANDS,1971.0,6.0,22.94,32.71,27.8,207.47,207.47,207.47,394.6
7,ANDAMAN & NICOBAR ISLANDS,1971.0,7.0,22.77,30.44,26.58,234.97,234.97,234.97,421.1
8,ANDAMAN & NICOBAR ISLANDS,1971.0,8.0,22.41,29.75,26.05,279.11,279.11,279.11,327.9
9,ANDAMAN & NICOBAR ISLANDS,1971.0,9.0,21.58,30.74,26.14,163.42,163.42,163.42,470.2
10,ANDAMAN & NICOBAR ISLANDS,1971.0,10.0,18.57,30.16,24.34,97.1,97.1,97.1,505.3
11,ANDAMAN & NICOBAR ISLANDS,1971.0,11.0,13.51,27.18,20.32,13.81,13.81,13.81,178.4
1,ANDAMAN & NICOBAR ISLANDS,1972.0,1.0,9.89,24.65,17.25,5.65,5.65,5.65,13.7
2,ANDAMAN & NICOBAR ISLANDS,1972.0,2.0,10.88,25.23,18.04,15.48,15.48,15.48,1.7
3,ANDAMAN & NICOBAR ISLANDS,1972.0,3.0,16.48,31.89,24.16,9.15,9.15,9.15,7.5
4,ANDAMAN & NICOBAR ISLANDS,1972.0,4.0,20.21,34.75,27.46,23.45,23.45,23.45,178.3
5,ANDAMAN & NICOBAR ISLANDS,1972.0,5.0,23.67,37.3,30.46,44.98,44.98,44.98,420.2
6,ANDAMAN & NICOBAR ISLANDS,1972.0,6.0,24.78,35.93,30.33,112.4,112.4,112.4,470.0
7,ANDAMAN & NICOBAR ISLANDS,1972.0,7.0,23.5,31.92,27.69,206.75,206.75,206.75,544.6
8,ANDAMAN & NICOBAR ISLANDS,1972.0,8.0,22.82,30.39,26.58,213.19,213.19,213.19,384.9
9,ANDAMAN & NICOBAR ISLANDS,1972.0,9.0,21.41,31.11,26.24,133.98,133.98,133.98,444.5
10,ANDAMAN & NICOBAR ISLANDS,1972.0,10.0,18.72,30.84,24.76,67.48,67.48,67.48,263.8
11,ANDAMAN & NICOBAR ISLANDS,1972.0,11.0,14.22,27.97,21.07,25.74,25.74,25.74,413.9
1,ANDAMAN & NICOBAR ISLANDS,1973.0,1.0,10.49,24.79,17.62,12.34,12.34,12.34,18.1
2,ANDAMAN & NICOBAR ISLANDS,1973.0,2.0,13.35,28.07,20.69,11.98,11.98,11.98,20.3
3,ANDAMAN & NICOBAR ISLANDS,1973.0,3.0,16.43,31.59,23.99,13.57,13.57,13.57,30.5
4,ANDAMAN & NICOBAR ISLANDS,1973.0,4.0,22.1,36.75,29.4,20.51,20.51,20.51,29.6
5,ANDAMAN & NICOBAR ISLANDS,1973.0,5.0,24.21,37.53,30.84,65.27,65.27,65.27,418.6
6,ANDAMAN & NICOBAR ISLANDS,1973.0,6.0,24.47,34.74,29.58,151.42,151.42,151.42,488.6
7,ANDAMAN & NICOBAR ISLANDS,1973.0,7.0,23.16,31.24,27.18,308.33,308.33,308.33,371.4
8,ANDAMAN & NICOBAR ISLANDS,1973.0,8.0,22.54,29.93,26.21,304.11,304.11,304.11,370.3
9,ANDAMAN & NICOBAR ISLANDS,1973.0,9.0,21.8,30.59,26.17,179.44,179.44,179.44,357.5
10,ANDAMAN & NICOBAR ISLANDS,1973.0,10.0,18.78,30.31,24.52,118.39,118.39,118.39,247.2
11,ANDAMAN & NICOBAR ISLANDS,1973.0,11.0,13.74,27.37,20.53,17.36,17.36,17.36,349.8
1,ANDAMAN & NICOBAR ISLANDS,1974.0,1.0,9.46,24.05,16.73,5.04,5.04,5.04,22.2
2,ANDAMAN & NICOBAR ISLANDS,1974.0,2.0,11.54,26.53,19.02,5.22,5.22,5.22,43.9
3,ANDAMAN & NICOBAR ISLANDS,1974.0,3.0,17.24,32.41,24.8,18.09,18.09,18.09,17.2
4,ANDAMAN & NICOBAR ISLANDS,1974.0,4.0,21.54,35.89,28.69,25.1,25.1,25.1,301.4
5,ANDAMAN & NICOBAR ISLANDS,1974.0,5.0,23.12,36.38,29.73,66.49,66.49,66.49,353.3
6,ANDAMAN & NICOBAR ISLANDS,1974.0,6.0,23.94,34.56,29.22,127.8,127.8,127.8,343.8
7,ANDAMAN & NICOBAR ISLANDS,1974.0,7.0,23.32,31.24,27.26,271.61,271.61,271.61,257.1
8,ANDAMAN & NICOBAR ISLANDS,1974.0,8.0,22.8,30.46,26.6,229.06,229.06,229.06,456.2
9,ANDAMAN & NICOBAR ISLANDS,1974.0,9.0,22.0,31.48,26.71,147.45,147.45,147.45,321.6
10,ANDAMAN & NICOBAR ISLANDS,1974.0,10.0,19.39,30.81,25.07,114.18,114.18,114.18,398.4
11,ANDAMAN & NICOBAR ISLANDS,1974.0,11.0,13.43,27.56,20.48,8.93,8.93,8.93,372.2
1,ANDAMAN & NICOBAR ISLANDS,1975.0,1.0,9.41,23.52,16.44,12.52,12.52,12.52,276.9
2,ANDAMAN & NICOBAR ISLANDS,1975.0,2.0,12.0,26.56,19.26,12.92,12.92,12.92,27.5
3,ANDAMAN & NICOBAR ISLANDS,1975.0,3.0,16.09,31.17,23.61,18.79,18.79,18.79,8.0
4,ANDAMAN & NICOBAR ISLANDS,1975.0,4.0,21.0,35.65,28.3,18.46,18.46,18.46,24.2
5,ANDAMAN & NICOBAR ISLANDS,1975.0,5.0,23.77,37.18,30.45,54.59,54.59,54.59,362.9
6,ANDAMAN & NICOBAR ISLANDS,1975.0,6.0,23.62,34.06,28.81,185.61,185.61,185.61,706.3
7,ANDAMAN & NICOBAR ISLANDS,1975.0,7.0,22.58,30.53,26.53,304.58,304.58,304.58,173.6
8,ANDAMAN & NICOBAR ISLANDS,1975.0,8.0,22.73,30.01,26.34,272.95,272.95,272.95,357.4
9,ANDAMAN & NICOBAR ISLANDS,1975.0,9.0,21.62,29.84,25.71,257.45,257.45,257.45,351.8
10,ANDAMAN & NICOBAR ISLANDS,1975.0,10.0,19.57,30.57,25.05,115.29,115.29,115.29,373.6
11,ANDAMAN & NICOBAR ISLANDS,1975.0,11.0,13.01,26.87,19.92,22.14,22.14,22.14,323.7
1,ANDAMAN & NICOBAR ISLANDS,1976.0,1.0,10.12,24.27,17.17,8.3,8.3,8.3,20.9
2,ANDAMAN & NICOBAR ISLANDS,1976.0,2.0,12.64,26.74,19.67,11.4,11.4,11.4,9.7
3,ANDAMAN & NICOBAR ISLANDS,1976.0,3.0,16.62,31.38,23.98,12.25,12.25,12.25,0.6
4,ANDAMAN & NICOBAR ISLANDS,1976.0,4.0,20.31,34.61,27.43,28.56,28.56,28.56,161.6
5,ANDAMAN & NICOBAR ISLANDS,1976.0,5.0,23.13,36.48,29.78,46.5,46.5,46.5,551.4
6,ANDAMAN & NICOBAR ISLANDS,1976.0,6.0,23.56,34.0,28.76,163.57,163.57,163.57,441.4
7,ANDAMAN & NICOBAR ISLANDS,1976.0,7.0,23.07,31.2,27.11,291.5,291.5,291.5,382.1
8,ANDAMAN & NICOBAR ISLANDS,1976.0,8.0,22.22,29.69,25.93,292.94,292.94,292.94,487.7
9,ANDAMAN & NICOBAR ISLANDS,1976.0,9.0,21.29,30.52,25.88,156.15,156.15,156.15,387.0
10,ANDAMAN & NICOBAR ISLANDS,1976.0,10.0,19.1,31.28,25.17,35.36,35.36,35.36,166.8
11,ANDAMAN & NICOBAR ISLANDS,1976.0,11.0,15.84,29.04,22.41,51.62,51.62,51.62,307.2
1,ANDAMAN & NICOBAR ISLANDS,1977.0,1.0,10.02,24.22,17.09,11.67,11.67,11.67,79.7
2,ANDAMAN & NICOBAR ISLANDS,1977.0,2.0,12.68,27.39,20.02,8.63,8.63,8.63,43.2
3,ANDAMAN & NICOBAR ISLANDS,1977.0,3.0,17.69,33.12,25.38,11.77,11.77,11.77,6.1
4,ANDAMAN & NICOBAR ISLANDS,1977.0,4.0,21.01,34.63,27.8,52.69,52.69,52.69,6.9
5,ANDAMAN & NICOBAR ISLANDS,1977.0,5.0,22.61,35.37,28.96,79.98,79.98,79.98,275.3
6,ANDAMAN & NICOBAR ISLANDS,1977.0,6.0,23.8,34.11,28.93,191.12,191.12,191.12,339.3
7,ANDAMAN & NICOBAR ISLANDS,1977.0,7.0,23.07,30.84,26.93,302.47,302.47,302.47,341.1
8,ANDAMAN & NICOBAR ISLANDS,1977.0,8.0,22.78,30.21,26.47,238.85,238.85,238.85,345.5
9,ANDAMAN & NICOBAR ISLANDS,1977.0,9.0,21.74,30.57,26.13,148.63,148.63,148.63,467.1
10,ANDAMAN & NICOBAR ISLANDS,1977.0,10.0,19.09,30.93,24.99,91.71,91.71,91.71,263.6
11,ANDAMAN & NICOBAR ISLANDS,1977.0,11.0,16.22,28.79,22.48,61.17,61.17,61.17,153.3
1,ANDAMAN & NICOBAR ISLANDS,1978.0,1.0,9.7,23.81,16.73,8.66,8.66,8.66,109.6
2,ANDAMAN & NICOBAR ISLANDS,1978.0,2.0,12.25,26.07,19.14,23.38,23.38,23.38,29.3
3,ANDAMAN & NICOBAR ISLANDS,1978.0,3.0,15.66,30.1,22.86,25.67,25.67,25.67,18.9
4,ANDAMAN & NICOBAR ISLANDS,1978.0,4.0,20.8,35.0,27.88,31.05,31.05,31.05,63.4
5,ANDAMAN & NICOBAR ISLANDS,1978.0,5.0,24.38,37.69,31.01,63.51,63.51,63.51,343.6
6,ANDAMAN & NICOBAR ISLANDS,1978.0,6.0,23.93,34.35,29.12,200.67,200.67,200.67,462.2
7,ANDAMAN & NICOBAR ISLANDS,1978.0,7.0,22.66,30.49,26.55,283.52,283.52,283.52,656.6
8,ANDAMAN & NICOBAR ISLANDS,1978.0,8.0,22.66,29.79,26.2,284.09,284.09,284.09,346.3
9,ANDAMAN & NICOBAR ISLANDS,1978.0,9.0,21.87,30.47,26.14,167.87,167.87,167.87,310.8
10,ANDAMAN & NICOBAR ISLANDS,1978.0,10.0,19.29,31.02,25.13,54.79,54.79,54.79,243.7
11,ANDAMAN & NICOBAR ISLANDS,1978.0,11.0,15.49,28.39,21.92,41.78,41.78,41.78,83.4
1,ANDAMAN & NICOBAR ISLANDS,1979.0,1.0,11.19,24.88,18.01,16.54,16.54,16.54,35.5
2,ANDAMAN & NICOBAR ISLANDS,1979.0,2.0,12.13,25.93,19.01,27.67,27.67,27.67,9.4
3,ANDAMAN & NICOBAR ISLANDS,1979.0,3.0,15.97,30.49,23.21,11.19,11.19,11.19,3.9
4,ANDAMAN & NICOBAR ISLANDS,1979.0,4.0,21.32,35.61,28.44,22.73,22.73,22.73,64.8
5,ANDAMAN & NICOBAR ISLANDS,1979.0,5.0,22.97,36.42,29.67,46.92,46.92,46.92,146.3
6,ANDAMAN & NICOBAR ISLANDS,1979.0,6.0,24.75,35.4,30.05,156.79,156.79,156.79,282.8
7,ANDAMAN & NICOBAR ISLANDS,1979.0,7.0,23.79,31.69,27.72,234.91,234.91,234.91,455.9
8,ANDAMAN & NICOBAR ISLANDS,1979.0,8.0,23.04,30.59,26.79,246.44,246.44,246.44,173.6
9,ANDAMAN & NICOBAR ISLANDS,1979.0,9.0,21.97,31.29,26.61,158.69,158.69,158.69,330.2
10,ANDAMAN & NICOBAR ISLANDS,1979.0,10.0,19.79,31.25,25.49,51.47,51.47,51.47,163.5
11,ANDAMAN & NICOBAR ISLANDS,1979.0,11.0,16.81,28.55,22.66,63.21,63.21,63.21,169.8
1,ANDAMAN & NICOBAR ISLANDS,1980.0,1.0,10.86,24.67,17.74,6.44,6.44,6.44,5.5
2,ANDAMAN & NICOBAR ISLANDS,1980.0,2.0,13.34,27.64,20.47,10.76,10.76,10.76,0.8
3,ANDAMAN & NICOBAR ISLANDS,1980.0,3.0,16.98,31.12,24.03,18.0,18.0,18.0,9.2
4,ANDAMAN & NICOBAR ISLANDS,1980.0,4.0,22.05,36.27,29.14,23.07,23.07,23.07,38.8
5,ANDAMAN & NICOBAR ISLANDS,1980.0,5.0,24.38,37.67,31.0,54.9,54.9,54.9,728.4
6,ANDAMAN & NICOBAR ISLANDS,1980.0,6.0,23.67,34.08,28.85,193.22,193.22,193.22,604.2
7,ANDAMAN & NICOBAR ISLANDS,1980.0,7.0,23.33,30.86,27.07,292.91,292.91,292.91,575.7
8,ANDAMAN & NICOBAR ISLANDS,1980.0,8.0,22.72,30.27,26.47,273.94,273.94,273.94,494.4
9,ANDAMAN & NICOBAR ISLANDS,1980.0,9.0,22.15,31.28,26.69,123.41,123.41,123.41,271.9
10,ANDAMAN & NICOBAR ISLANDS,1980.0,10.0,19.59,31.05,25.3,47.64,47.64,47.64,252.0
11,ANDAMAN & NICOBAR ISLANDS,1980.0,11.0,14.99,28.37,21.65,21.44,21.44,21.44,143.7
1,ANDAMAN & NICOBAR ISLANDS,1981.0,1.0,10.68,23.8,17.21,20.72,20.72,20.72,11.1
2,ANDAMAN & NICOBAR ISLANDS,1981.0,2.0,12.99,27.48,20.21,8.59,8.59,8.59,27.8
3,ANDAMAN & NICOBAR ISLANDS,1981.0,3.0,16.5,30.73,23.59,34.1,34.1,34.1,1.7
4,ANDAMAN & NICOBAR ISLANDS,1981.0,4.0,21.06,35.07,28.04,35.36,35.36,35.36,94.1
5,ANDAMAN & NICOBAR ISLANDS,1981.0,5.0,23.54,36.59,30.04,64.94,64.94,64.94,270.8
6,ANDAMAN & NICOBAR ISLANDS,1981.0,6.0,24.72,35.17,29.92,142.82,142.82,142.82,600.6
7,ANDAMAN & NICOBAR ISLANDS,1981.0,7.0,23.33,30.73,27.01,319.13,319.13,319.13,344.1
8,ANDAMAN & NICOBAR ISLANDS,1981.0,8.0,22.88,30.25,26.54,253.92,253.92,253.92,510.7
9,ANDAMAN & NICOBAR ISLANDS,1981.0,9.0,22.13,31.17,26.63,204.78,204.78,204.78,452.6
10,ANDAMAN & NICOBAR ISLANDS,1981.0,10.0,19.07,30.94,24.98,52.51,52.51,52.51,242.1
11,ANDAMAN & NICOBAR ISLANDS,1981.0,11.0,13.98,27.08,20.5,22.46,22.46,22.46,348.4
1,ANDAMAN & NICOBAR ISLANDS,1982.0,1.0,11.35,24.72,18.02,17.44,17.44,17.44,8.8
2,ANDAMAN & NICOBAR ISLANDS,1982.0,2.0,12.67,25.97,19.3,11.22,11.22,11.22,2.8
3,ANDAMAN & NICOBAR ISLANDS,1982.0,3.0,15.72,29.99,22.83,25.78,25.78,25.78,6.6
4,ANDAMAN & NICOBAR ISLANDS,1982.0,4.0,20.52,34.24,27.35,38.18,38.18,38.18,97.5
5,ANDAMAN & NICOBAR ISLANDS,1982.0,5.0,22.78,35.65,29.19,52.07,52.07,52.07,229.2
6,ANDAMAN & NICOBAR ISLANDS,1982.0,6.0,24.25,34.67,29.44,128.74,128.74,128.74,448.7
7,ANDAMAN & NICOBAR ISLANDS,1982.0,7.0,24.0,32.24,28.1,250.82,250.82,250.82,410.5
8,ANDAMAN & NICOBAR ISLANDS,1982.0,8.0,22.91,30.28,26.57,246.21,246.21,246.21,347.6
9,ANDAMAN & NICOBAR ISLANDS,1982.0,9.0,21.8,31.35,26.55,132.02,132.02,132.02,369.0
10,ANDAMAN & NICOBAR ISLANDS,1982.0,10.0,19.5,31.19,25.32,50.98,50.98,50.98,164.5
11,ANDAMAN & NICOBAR ISLANDS,1982.0,11.0,15.26,27.39,21.31,42.83,42.83,42.83,238.8
1,ANDAMAN & NICOBAR ISLANDS,1983.0,1.0,10.26,23.98,17.1,11.92,11.92,11.92,22.1
2,ANDAMAN & NICOBAR ISLANDS,1983.0,2.0,12.26,26.2,19.21,12.4,12.4,12.4,0.0
3,ANDAMAN & NICOBAR ISLANDS,1983.0,3.0,16.61,30.68,23.62,18.95,18.95,18.95,3.1
4,ANDAMAN & NICOBAR ISLANDS,1983.0,4.0,19.87,33.65,26.74,28.01,28.01,28.01,9.1
5,ANDAMAN & NICOBAR ISLANDS,1983.0,5.0,23.16,36.1,29.61,63.77,63.77,63.77,240.8
6,ANDAMAN & NICOBAR ISLANDS,1983.0,6.0,24.74,35.14,29.92,152.79,152.79,152.79,424.3
7,ANDAMAN & NICOBAR ISLANDS,1983.0,7.0,23.58,31.8,27.67,305.0,305.0,305.0,468.9
8,ANDAMAN & NICOBAR ISLANDS,1983.0,8.0,23.18,30.39,26.76,293.46,293.46,293.46,493.8
9,ANDAMAN & NICOBAR ISLANDS,1983.0,9.0,22.14,30.76,26.43,222.19,222.19,222.19,505.5
10,ANDAMAN & NICOBAR ISLANDS,1983.0,10.0,18.83,30.07,24.43,94.99,94.99,94.99,275.8
11,ANDAMAN & NICOBAR ISLANDS,1983.0,11.0,13.33,27.41,20.35,10.81,10.81,10.81,261.0
1,ANDAMAN & NICOBAR ISLANDS,1984.0,1.0,10.5,23.81,17.13,17.29,17.29,17.29,69.4
2,ANDAMAN & NICOBAR ISLANDS,1984.0,2.0,11.49,25.76,18.6,21.04,21.04,21.04,173.8
3,ANDAMAN & NICOBAR ISLANDS,1984.0,3.0,17.2,32.48,24.82,12.59,12.59,12.59,26.3
4,ANDAMAN & NICOBAR ISLANDS,1984.0,4.0,21.27,35.38,28.3,36.44,36.44,36.44,156.6
5,ANDAMAN & NICOBAR ISLANDS,1984.0,5.0,24.4,37.81,31.08,45.96,45.96,45.96,162.3
6,ANDAMAN & NICOBAR ISLANDS,1984.0,6.0,24.14,34.47,29.28,146.52,146.52,146.52,424.9
7,ANDAMAN & NICOBAR ISLANDS,1984.0,7.0,22.95,30.71,26.8,290.02,290.02,290.02,446.4
8,ANDAMAN & NICOBAR ISLANDS,1984.0,8.0,22.45,30.15,26.28,245.52,245.52,245.52,125.8
9,ANDAMAN & NICOBAR ISLANDS,1984.0,9.0,21.26,30.17,25.69,157.82,157.82,157.82,283.6
10,ANDAMAN & NICOBAR ISLANDS,1984.0,10.0,18.78,30.77,24.75,60.85,60.85,60.85,347.1
11,ANDAMAN & NICOBAR ISLANDS,1984.0,11.0,13.57,27.52,20.52,11.33,11.33,11.33,158.9
1,ANDAMAN & NICOBAR ISLANDS,1985.0,1.0,11.04,24.5,17.75,16.51,16.51,16.51,12.0
2,ANDAMAN & NICOBAR ISLANDS,1985.0,2.0,12.58,27.4,19.97,5.95,5.95,5.95,19.2
3,ANDAMAN & NICOBAR ISLANDS,1985.0,3.0,18.07,33.17,25.59,14.27,14.27,14.27,24.1
4,ANDAMAN & NICOBAR ISLANDS,1985.0,4.0,21.39,35.53,28.44,27.48,27.48,27.48,55.0
5,ANDAMAN & NICOBAR ISLANDS,1985.0,5.0,23.91,37.16,30.51,55.82,55.82,55.82,278.1
6,ANDAMAN & NICOBAR ISLANDS,1985.0,6.0,24.03,34.46,29.22,129.78,129.78,129.78,588.4
7,ANDAMAN & NICOBAR ISLANDS,1985.0,7.0,22.96,30.65,26.78,290.74,290.74,290.74,230.9
8,ANDAMAN & NICOBAR ISLANDS,1985.0,8.0,22.82,30.28,26.52,241.93,241.93,241.93,375.2
9,ANDAMAN & NICOBAR ISLANDS,1985.0,9.0,21.94,31.07,26.48,142.72,142.72,142.72,362.5
10,ANDAMAN & NICOBAR ISLANDS,1985.0,10.0,18.29,29.95,24.1,114.52,114.52,114.52,358.9
11,ANDAMAN & NICOBAR ISLANDS,1985.0,11.0,14.23,27.85,21.02,16.84,16.84,16.84,232.1
1,ANDAMAN & NICOBAR ISLANDS,1986.0,1.0,10.65,24.25,17.42,11.49,11.49,11.49,14.8
2,ANDAMAN & NICOBAR ISLANDS,1986.0,2.0,12.62,26.64,19.6,18.27,18.27,18.27,0.6
3,ANDAMAN & NICOBAR ISLANDS,1986.0,3.0,16.75,31.43,24.07,12.0,12.0,12.0,1.5
4,ANDAMAN & NICOBAR ISLANDS,1986.0,4.0,20.93,35.15,28.01,31.59,31.59,31.59,8.2
5,ANDAMAN & NICOBAR ISLANDS,1986.0,5.0,23.05,36.36,29.68,52.54,52.54,52.54,302.6
6,ANDAMAN & NICOBAR ISLANDS,1986.0,6.0,24.07,34.71,29.37,151.97,151.97,151.97,312.2
7,ANDAMAN & NICOBAR ISLANDS,1986.0,7.0,23.04,31.0,26.99,256.5,256.5,256.5,308.5
8,ANDAMAN & NICOBAR ISLANDS,1986.0,8.0,22.51,30.32,26.39,241.91,241.91,241.91,444.0
9,ANDAMAN & NICOBAR ISLANDS,1986.0,9.0,22.01,31.3,26.63,133.26,133.26,133.26,408.9
10,ANDAMAN & NICOBAR ISLANDS,1986.0,10.0,19.08,30.82,24.93,65.73,65.73,65.73,176.1
11,ANDAMAN & NICOBAR ISLANDS,1986.0,11.0,15.16,28.45,21.78,39.95,39.95,39.95,163.5
1,ANDAMAN & NICOBAR ISLANDS,1987.0,1.0,10.75,24.72,17.71,11.22,11.22,11.22,72.4
2,ANDAMAN & NICOBAR ISLANDS,1987.0,2.0,13.04,27.51,20.25,10.64,10.64,10.64,35.2
3,ANDAMAN & NICOBAR ISLANDS,1987.0,3.0,16.87,31.43,24.13,22.28,22.28,22.28,20.4
4,ANDAMAN & NICOBAR ISLANDS,1987.0,4.0,21.27,35.41,28.32,32.68,32.68,32.68,17.7
5,ANDAMAN & NICOBAR ISLANDS,1987.0,5.0,22.49,35.73,29.09,46.76,46.76,46.76,162.9
6,ANDAMAN & NICOBAR ISLANDS,1987.0,6.0,24.84,35.66,30.23,120.76,120.76,120.76,343.7
7,ANDAMAN & NICOBAR ISLANDS,1987.0,7.0,23.81,32.19,27.97,208.84,208.84,208.84,45.3
8,ANDAMAN & NICOBAR ISLANDS,1987.0,8.0,23.21,31.12,27.14,274.18,274.18,274.18,666.5
9,ANDAMAN & NICOBAR ISLANDS,1987.0,9.0,22.7,32.0,27.33,122.29,122.29,122.29,378.9
10,ANDAMAN & NICOBAR ISLANDS,1987.0,10.0,19.53,31.38,25.43,85.95,85.95,85.95,373.4
11,ANDAMAN & NICOBAR ISLANDS,1987.0,11.0,14.97,28.86,21.89,25.29,25.29,25.29,313.4
1,ANDAMAN & NICOBAR ISLANDS,1988.0,1.0,11.6,25.58,18.57,4.57,4.57,4.57,10.2
2,ANDAMAN & NICOBAR ISLANDS,1988.0,2.0,13.73,28.19,20.94,11.77,11.77,11.77,39.9
3,ANDAMAN & NICOBAR ISLANDS,1988.0,3.0,17.09,31.46,24.25,23.35,23.35,23.35,28.0
4,ANDAMAN & NICOBAR ISLANDS,1988.0,4.0,21.52,35.61,28.54,39.78,39.78,39.78,82.7
5,ANDAMAN & NICOBAR ISLANDS,1988.0,5.0,24.6,37.69,31.12,58.37,58.37,58.37,427.5
6,ANDAMAN & NICOBAR ISLANDS,1988.0,6.0,24.25,34.87,29.53,166.4,166.4,166.4,357.4
7,ANDAMAN & NICOBAR ISLANDS,1988.0,7.0,23.19,30.91,27.03,354.92,354.92,354.92,495.6
8,ANDAMAN & NICOBAR ISLANDS,1988.0,8.0,23.02,30.3,26.63,283.73,283.73,283.73,354.2
9,ANDAMAN & NICOBAR ISLANDS,1988.0,9.0,22.3,31.33,26.79,230.8,230.8,230.8,603.3
10,ANDAMAN & NICOBAR ISLANDS,1988.0,10.0,18.83,30.94,24.86,49.68,49.68,49.68,271.4
11,ANDAMAN & NICOBAR ISLANDS,1988.0,11.0,14.4,27.92,21.14,20.87,20.87,20.87,583.0
1,ANDAMAN & NICOBAR ISLANDS,1989.0,1.0,9.82,23.89,16.84,14.7,14.7,14.7,56.0
2,ANDAMAN & NICOBAR ISLANDS,1989.0,2.0,12.06,26.84,19.43,6.41,6.41,6.41,12.8
3,ANDAMAN & NICOBAR ISLANDS,1989.0,3.0,16.31,30.86,23.56,22.48,22.48,22.48,68.1
4,ANDAMAN & NICOBAR ISLANDS,1989.0,4.0,20.59,35.14,27.84,19.33,19.33,19.33,42.6
5,ANDAMAN & NICOBAR ISLANDS,1989.0,5.0,23.63,37.18,30.38,46.18,46.18,46.18,379.3
6,ANDAMAN & NICOBAR ISLANDS,1989.0,6.0,23.53,33.99,28.74,152.33,152.33,152.33,414.9
7,ANDAMAN & NICOBAR ISLANDS,1989.0,7.0,22.88,31.21,27.02,298.3,298.3,298.3,380.1
8,ANDAMAN & NICOBAR ISLANDS,1989.0,8.0,22.52,30.28,26.38,232.41,232.41,232.41,413.2
9,ANDAMAN & NICOBAR ISLANDS,1989.0,9.0,21.92,31.09,26.48,157.9,157.9,157.9,215.9
10,ANDAMAN & NICOBAR ISLANDS,1989.0,10.0,19.07,31.1,25.06,58.81,58.81,58.81,291.8
11,ANDAMAN & NICOBAR ISLANDS,1989.0,11.0,14.78,28.2,21.47,15.52,15.52,15.52,255.0
1,ANDAMAN & NICOBAR ISLANDS,1990.0,1.0,11.38,26.05,18.69,6.29,6.29,6.29,13.4
2,ANDAMAN & NICOBAR ISLANDS,1990.0,2.0,13.22,26.69,19.94,27.74,27.74,27.74,0.2
3,ANDAMAN & NICOBAR ISLANDS,1990.0,3.0,16.19,30.07,23.1,28.94,28.94,28.94,24.6
4,ANDAMAN & NICOBAR ISLANDS,1990.0,4.0,20.92,34.86,27.87,28.16,28.16,28.16,87.5
5,ANDAMAN & NICOBAR ISLANDS,1990.0,5.0,23.35,35.96,29.63,85.53,85.53,85.53,424.6
6,ANDAMAN & NICOBAR ISLANDS,1990.0,6.0,23.83,34.09,28.93,179.54,179.54,179.54,291.0
7,ANDAMAN & NICOBAR ISLANDS,1990.0,7.0,22.89,30.57,26.71,285.45,285.45,285.45,213.2
8,ANDAMAN & NICOBAR ISLANDS,1990.0,8.0,22.84,30.27,26.53,301.58,301.58,301.58,293.3
9,ANDAMAN & NICOBAR ISLANDS,1990.0,9.0,22.07,30.63,26.32,173.05,173.05,173.05,310.4
10,ANDAMAN & NICOBAR ISLANDS,1990.0,10.0,18.71,30.23,24.45,86.77,86.77,86.77,133.6
11,ANDAMAN & NICOBAR ISLANDS,1990.0,11.0,15.15,28.47,21.79,25.31,25.31,25.31,291.1
